Account,Amount,Counterparty,Tags,Date,Location
Checking,433.23,Fairprice,"Transportation, Entertainment, Travel, Dining, Groceries",2022-07-24,Singapore
Joint Account,461.9,Uber,"Entertainment, Groceries, General Expenses, Dining, Transportation, Travel",2022-08-19,Australia
Joint Account,898.26,Google,"Entertainment, General Expenses, Groceries, Transportation, Dining, Travel",2022-12-09,Japan
Savings,253.56,Gojek,"Entertainment, Dining, General Expenses, Travel, Groceries",2022-06-06,Indonesia
Savings,826.54,Amazon,Groceries,2022-09-12,Australia
Checking,416.28,ACME,"Entertainment, General Expenses, Groceries, Dining",2022-09-22,Indonesia
Checking,431.89,Amazon,"Dining, Travel, Groceries, Entertainment, General Expenses",2022-10-24,Indonesia
Joint Account,173.89,Starbucks,"Dining, Travel",2022-07-27,Indonesia
Savings,584.55,Gojek,"General Expenses, Entertainment, Travel, Dining",2022-09-05,Singapore
Joint Account,891.35,Walmart,"General Expenses, Travel, Entertainment, Groceries, Transportation",2022-10-11,Singapore
Checking,61.64,Grab,"Groceries, Travel, Dining, Entertainment",2022-10-14,Australia
Savings,250.06,Gojek,"Entertainment, Transportation, General Expenses, Dining",2022-10-11,Singapore
Savings,760.15,Amazon,"Groceries, Travel, Entertainment, General Expenses, Transportation",2022-12-15,Indonesia
Savings,790.69,ACME,"Travel, Dining",2022-12-11,Australia
Savings,109.11,Walmart,"Groceries, General Expenses, Dining, Travel",2022-10-31,Indonesia
Joint Account,220.52,Walmart,"Transportation, General Expenses, Travel, Entertainment",2022-06-13,Australia
Checking,89.09,Google,"Transportation, Travel, Dining, Groceries",2022-12-05,Singapore
Joint Account,255.84,Grab,"Transportation, Groceries, Travel, Entertainment",2022-06-27,Indonesia
Checking,430.73,Gojek,"General Expenses, Dining, Entertainment, Groceries, Travel",2022-08-15,Singapore
Checking,364.62,Google,"Dining, General Expenses, Groceries, Travel, Transportation, Entertainment",2022-06-29,Japan
Savings,327.82,Starbucks,"Groceries, Travel",2022-10-31,Indonesia
Savings,231.78,Google,General Expenses,2022-09-18,Singapore
Joint Account,481.16,ACME,"General Expenses, Entertainment, Dining, Transportation",2022-08-19,Indonesia
Checking,421.05,Walmart,"Groceries, Travel, Dining, General Expenses, Entertainment, Transportation",2022-10-04,Singapore
Joint Account,541.34,Fairprice,"Travel, General Expenses, Entertainment",2022-10-28,Indonesia
Savings,404.32,ACME,"General Expenses, Entertainment, Transportation, Dining, Travel",2022-10-07,Indonesia
Joint Account,33.57,Fairprice,Entertainment,2022-08-17,Indonesia
Joint Account,922.05,Amazon,"Travel, Transportation, Entertainment, General Expenses",2022-06-29,Japan
Savings,62.78,Starbucks,"Travel, Groceries, Transportation, General Expenses, Entertainment",2022-09-13,Indonesia
Savings,832.66,Google,"General Expenses, Travel, Entertainment, Groceries, Dining, Transportation",2022-08-23,Indonesia
Checking,690.26,Gojek,"Dining, Transportation, Groceries, Travel, Entertainment",2022-12-20,Japan
Joint Account,931.79,Fairprice,Groceries,2022-10-01,Singapore
Checking,404.73,Amazon,"Groceries, Travel",2022-12-04,Singapore
Savings,162.52,Grab,"Travel, Transportation, Entertainment, Groceries",2022-09-16,Australia
Savings,923.55,Uber,"Transportation, Dining, Entertainment, General Expenses",2022-09-10,Australia
Checking,985.15,Google,"Entertainment, Dining, Travel",2022-10-17,Indonesia
Savings,313.22,Grab,"General Expenses, Entertainment, Dining, Groceries",2022-11-20,Japan
Joint Account,24.25,Uber,"Dining, Groceries, Travel, Entertainment, General Expenses, Transportation",2022-08-29,Singapore
Joint Account,212.42,Starbucks,"Entertainment, Groceries, Transportation",2022-10-23,Indonesia
Savings,630.65,Starbucks,"Transportation, Dining, Entertainment, Groceries, General Expenses",2022-07-21,Australia
Savings,689.79,Amazon,Entertainment,2022-11-13,Japan
Savings,899.4,Fairprice,"Travel, Groceries, Transportation, Entertainment, General Expenses, Dining",2022-09-18,Indonesia
Checking,454.4,Walmart,Transportation,2022-12-16,Singapore
Checking,110.51,Starbucks,"Entertainment, Travel, General Expenses",2022-11-12,Indonesia
Joint Account,607.05,Uber,"Travel, Transportation",2022-07-04,Indonesia
Checking,791.96,Uber,"Transportation, Travel, General Expenses",2022-11-25,Australia
Savings,894.58,ACME,"Dining, Travel, Entertainment, General Expenses, Groceries, Transportation",2022-07-30,Japan
Checking,747.07,Fairprice,"Entertainment, General Expenses, Groceries, Transportation",2022-07-05,Japan
Checking,528.03,Starbucks,"Groceries, General Expenses, Entertainment, Travel",2022-10-04,Japan
Checking,251.31,Uber,Transportation,2022-08-22,Australia
Checking,57.55,ACME,"Dining, Travel, Entertainment, Transportation",2022-06-17,Australia
Joint Account,156.79,Uber,"Entertainment, Dining, Transportation",2022-10-31,Japan
Checking,968.66,Google,"Dining, Entertainment, General Expenses",2022-06-28,Indonesia
Savings,831.55,Walmart,"Groceries, General Expenses, Transportation",2022-08-15,Indonesia
Checking,642.8,Gojek,"Travel, Groceries, Transportation",2022-11-12,Japan
Savings,693.34,Walmart,"Transportation, General Expenses",2022-08-02,Indonesia
Checking,27.14,Amazon,"General Expenses, Travel, Groceries, Entertainment",2022-08-09,Japan
Joint Account,568.88,Uber,Travel,2022-07-16,Indonesia
Joint Account,705.88,Fairprice,"Entertainment, General Expenses, Dining, Groceries",2022-10-22,Australia
Joint Account,806.64,Uber,"Transportation, Travel, Dining, Groceries, General Expenses, Entertainment",2022-12-27,Japan
Savings,692.36,ACME,"Travel, Transportation, General Expenses, Groceries, Entertainment, Dining",2022-09-10,Singapore
Joint Account,537.51,Grab,"Transportation, Travel",2022-10-27,Australia
Joint Account,869.26,Walmart,"Groceries, Entertainment, General Expenses, Transportation, Travel, Dining",2022-10-10,Japan
Joint Account,398.69,Fairprice,"Entertainment, Groceries, General Expenses, Dining, Travel, Transportation",2022-08-25,Indonesia
Joint Account,482.6,Amazon,"Groceries, Transportation, Travel, Dining, Entertainment, General Expenses",2022-06-25,Singapore
Checking,316.19,Walmart,"Entertainment, General Expenses, Groceries, Dining",2022-08-11,Indonesia
Joint Account,77.72,Amazon,"Entertainment, Travel, Dining, Transportation, Groceries",2022-09-02,Japan
Checking,524.77,Google,"Transportation, Groceries, Dining, Entertainment",2022-08-12,Japan
Savings,511.93,Fairprice,"Travel, Transportation, Groceries, General Expenses, Dining",2022-06-05,Australia
Joint Account,564.96,Uber,"Dining, General Expenses, Travel, Entertainment, Transportation, Groceries",2022-07-10,Indonesia
Checking,411.8,Fairprice,"Entertainment, Travel, Transportation, General Expenses, Dining, Groceries",2022-12-21,Australia
Checking,173.47,Fairprice,"Entertainment, General Expenses, Groceries, Travel, Dining",2022-11-08,Japan
Savings,154.2,Uber,Dining,2022-10-27,Japan
Savings,386.69,Walmart,Travel,2022-10-16,Australia
Savings,522.64,Starbucks,Groceries,2022-07-29,Japan
Joint Account,135.71,Gojek,Transportation,2022-11-05,Indonesia
Joint Account,122.52,ACME,"General Expenses, Transportation, Groceries, Travel, Entertainment",2022-12-07,Japan
Checking,516.76,Google,"Travel, Dining, Transportation, Groceries, Entertainment",2022-10-23,Singapore
Savings,125.19,Uber,"Groceries, General Expenses, Dining, Entertainment, Transportation",2022-11-05,Singapore
Checking,503.15,Gojek,"Groceries, Dining, Travel",2022-06-07,Indonesia
Savings,440.59,Starbucks,"General Expenses, Transportation, Entertainment, Groceries, Dining, Travel",2022-12-14,Singapore
Joint Account,95.08,Uber,"Dining, Travel",2022-06-02,Singapore
Checking,16.37,Google,"Dining, Transportation, General Expenses, Travel, Entertainment",2022-06-10,Singapore
Savings,435.36,Walmart,"Transportation, Travel, Dining, Entertainment",2022-12-24,Australia
Checking,232.52,Starbucks,"Entertainment, Transportation, Groceries, Travel, Dining",2022-08-03,Singapore
Joint Account,122.26,Walmart,"General Expenses, Travel, Groceries, Transportation",2022-06-20,Indonesia
Joint Account,481.83,Starbucks,"Entertainment, Travel",2022-07-12,Indonesia
Joint Account,670.77,Amazon,"Entertainment, General Expenses, Dining, Transportation, Travel",2022-08-26,Indonesia
Checking,786.21,Grab,"General Expenses, Travel, Transportation, Groceries, Entertainment",2022-06-19,Japan
Savings,493.19,Amazon,"Entertainment, Dining, Groceries, Travel",2022-11-28,Singapore
Checking,770.85,Google,"Transportation, Dining",2022-07-17,Indonesia
Checking,42.33,Gojek,"Dining, Transportation, Entertainment",2022-07-12,Australia
Checking,757.79,Grab,"Entertainment, Groceries, General Expenses, Transportation, Dining, Travel",2022-09-30,Japan
Checking,556.4,ACME,"Dining, Entertainment",2022-10-26,Indonesia
Joint Account,214.63,Grab,"Entertainment, Groceries, General Expenses, Travel, Transportation, Dining",2022-10-30,Japan
Savings,870.63,Google,"Travel, Dining, Groceries, Entertainment",2022-06-25,Japan
Savings,844.82,Gojek,"Entertainment, Transportation, Travel, Dining, General Expenses",2022-07-30,Japan
Checking,449.64,Fairprice,"Transportation, General Expenses, Travel, Entertainment",2022-12-27,Singapore
Checking,680.93,Uber,Entertainment,2022-10-02,Australia
Checking,291.61,Uber,Groceries,2022-08-05,Australia
Savings,528.32,Starbucks,"General Expenses, Entertainment, Dining",2022-11-10,Indonesia
Joint Account,98.55,Gojek,Transportation,2022-11-25,Indonesia
Checking,124.43,Starbucks,"General Expenses, Dining, Entertainment, Travel",2022-09-29,Australia
Joint Account,516.93,Fairprice,"Dining, Entertainment, General Expenses, Travel, Groceries, Transportation",2022-10-06,Japan
Savings,116.71,Google,"Dining, Transportation, General Expenses",2022-12-10,Japan
Checking,689.45,Starbucks,"Travel, General Expenses, Dining",2022-09-20,Japan
Checking,872.71,Fairprice,"Entertainment, General Expenses",2022-08-04,Singapore
Savings,270.36,Gojek,"Groceries, Travel, Dining, Entertainment",2022-12-01,Indonesia
Checking,867.06,Grab,"Transportation, General Expenses, Entertainment, Dining, Groceries, Travel",2022-07-08,Japan
Checking,623.16,Amazon,"General Expenses, Dining, Groceries, Entertainment",2022-11-09,Australia
Joint Account,997.35,Gojek,"Entertainment, General Expenses, Dining, Transportation",2022-06-08,Japan
Joint Account,806.78,Gojek,"Entertainment, General Expenses, Travel, Dining, Transportation",2022-09-02,Indonesia
Savings,11.47,Gojek,"Travel, Transportation, General Expenses",2022-12-07,Indonesia
Joint Account,114.24,Amazon,Transportation,2022-08-02,Indonesia
Joint Account,691.1,Gojek,"General Expenses, Entertainment",2022-08-01,Indonesia
Joint Account,95.08,Google,Dining,2022-09-28,Singapore
Savings,782.91,ACME,"General Expenses, Dining, Entertainment, Groceries, Transportation",2022-09-04,Indonesia
Checking,603.07,Walmart,"General Expenses, Entertainment, Travel, Dining, Transportation",2022-12-30,Indonesia
Joint Account,49.51,Starbucks,"Transportation, General Expenses, Entertainment, Groceries, Travel, Dining",2022-08-18,Japan
Joint Account,358.4,Walmart,"Transportation, Travel, General Expenses, Entertainment, Groceries",2022-08-28,Japan
Joint Account,647.93,Gojek,"Travel, Dining, Groceries",2022-08-15,Japan
Savings,859.94,Grab,"Dining, Groceries, Travel, General Expenses, Entertainment, Transportation",2022-11-15,Indonesia
Savings,909.54,Grab,Entertainment,2022-08-21,Japan
Savings,238.39,Walmart,"Dining, Entertainment, Travel, Transportation, General Expenses",2022-06-21,Australia
Checking,671.69,Walmart,"Travel, General Expenses",2022-11-28,Singapore
Joint Account,787.2,Walmart,"Dining, Transportation, Groceries, Entertainment, Travel",2022-07-06,Japan
Savings,199.87,Grab,"Travel, Entertainment",2022-10-21,Singapore
Savings,734.12,Amazon,"Travel, Transportation, Entertainment",2022-06-01,Singapore
Joint Account,908.79,Amazon,"Travel, Dining, Entertainment, General Expenses, Transportation, Groceries",2022-09-16,Japan
Checking,300.9,Google,"General Expenses, Dining, Groceries, Entertainment, Travel, Transportation",2022-10-22,Australia
Checking,6.52,Uber,"Travel, Transportation, Dining",2022-12-09,Japan
Joint Account,526.72,ACME,"General Expenses, Transportation, Travel",2022-12-04,Japan
Joint Account,97.4,ACME,"Entertainment, General Expenses, Transportation, Travel, Dining, Groceries",2022-06-15,Japan
Savings,836.94,Starbucks,"Groceries, Entertainment",2022-08-16,Singapore
Savings,622.26,Gojek,"Dining, Entertainment, Transportation, Groceries, General Expenses, Travel",2022-07-21,Australia
Savings,993.08,Starbucks,"General Expenses, Dining, Groceries",2022-08-18,Singapore
Joint Account,383.97,Amazon,Groceries,2022-10-03,Singapore
Savings,647.87,ACME,"Groceries, Dining, Transportation, Entertainment",2022-09-27,Indonesia
Checking,45.82,Grab,"Transportation, Dining, Entertainment, Groceries, Travel",2022-09-05,Indonesia
Savings,243.23,Fairprice,"Transportation, General Expenses, Groceries, Travel",2022-12-07,Australia
Savings,494.09,Amazon,"Travel, Dining, Entertainment, Transportation, Groceries, General Expenses",2022-12-18,Indonesia
Checking,826.13,Starbucks,"General Expenses, Groceries",2022-07-04,Singapore
Checking,459.74,Grab,"Transportation, Travel, Groceries, Dining, Entertainment",2022-07-17,Singapore
Checking,215.77,ACME,"Entertainment, Groceries, Dining, Transportation",2022-06-01,Australia
Joint Account,694.22,ACME,"Transportation, Travel, General Expenses, Groceries, Entertainment, Dining",2022-07-28,Singapore
Savings,780.35,Starbucks,"Groceries, Dining, Transportation, General Expenses, Entertainment, Travel",2022-11-21,Australia
Joint Account,139.93,ACME,"Groceries, Entertainment, General Expenses, Transportation",2022-12-27,Indonesia
Savings,150.94,ACME,"Entertainment, Transportation, Groceries, Dining, General Expenses, Travel",2022-11-10,Australia
Savings,154.0,Gojek,"Dining, Entertainment, Transportation, Groceries",2022-07-21,Singapore
Checking,280.57,Fairprice,"Groceries, Travel, General Expenses, Dining",2022-11-26,Singapore
Checking,848.52,Walmart,"Dining, Transportation",2022-07-10,Indonesia
Joint Account,339.53,ACME,"Entertainment, Travel",2022-10-16,Singapore
Joint Account,35.54,Gojek,"Dining, Transportation, Entertainment",2022-09-03,Singapore
Joint Account,619.37,ACME,"General Expenses, Travel, Entertainment, Transportation",2022-10-23,Australia
Joint Account,397.29,Fairprice,"General Expenses, Dining, Travel, Groceries",2022-08-14,Japan
Checking,141.32,Walmart,"Transportation, General Expenses, Dining, Travel",2022-07-29,Australia
Joint Account,941.92,ACME,"Transportation, Dining, Entertainment",2022-06-20,Australia
Savings,809.64,Uber,Groceries,2022-09-25,Singapore
Joint Account,287.31,Google,"Travel, Dining",2022-06-04,Singapore
Joint Account,567.89,Amazon,Entertainment,2022-09-02,Australia
Joint Account,346.99,Amazon,General Expenses,2022-09-26,Japan
Joint Account,265.71,Google,"Dining, General Expenses, Entertainment, Groceries",2022-07-11,Japan
Checking,446.8,Gojek,"General Expenses, Transportation, Groceries, Dining",2022-11-07,Australia
Savings,161.16,Amazon,"Groceries, Entertainment, General Expenses, Transportation, Dining, Travel",2022-07-01,Australia
Joint Account,893.0,ACME,"General Expenses, Transportation, Entertainment, Groceries, Dining",2022-12-12,Indonesia
Savings,393.45,Grab,"Groceries, General Expenses, Travel, Transportation",2022-06-05,Australia
Savings,134.35,Starbucks,"Transportation, General Expenses, Groceries, Travel",2022-08-04,Indonesia
Savings,504.36,Grab,Groceries,2022-09-29,Australia
Checking,305.57,Google,"Travel, General Expenses, Dining",2022-08-05,Japan
Savings,967.3,Fairprice,"Dining, General Expenses, Travel, Transportation, Groceries",2022-12-23,Australia
Checking,746.52,Starbucks,"Travel, Groceries",2022-11-12,Singapore
Savings,926.77,Fairprice,"Transportation, Travel, General Expenses, Groceries, Entertainment, Dining",2022-08-26,Singapore
Joint Account,880.76,Uber,"General Expenses, Dining, Travel, Transportation",2022-06-24,Japan
Savings,510.91,Grab,"General Expenses, Transportation, Dining, Groceries, Travel, Entertainment",2022-06-18,Indonesia
Joint Account,115.87,Walmart,"Travel, General Expenses, Groceries, Entertainment",2022-08-01,Singapore
Joint Account,549.65,Uber,"Transportation, General Expenses, Entertainment, Groceries, Travel, Dining",2022-12-27,Australia
